meetingDate,meetingId,trackName,raceTime,raceDate,raceId,raceTitle,raceNumber,raceType,raceHandicap,raceClass,raceDistance,racePrizes,raceGoing,raceForecast,raceTricast,trapNumber,trapHandicap,dogId,dogName,dogSire,dogDam,dogBorn,dogColour,dogSex,dogSeason,trainerName,ownerName,SP,resultPosition,resultMarketPos,resultMarketCnt,resultPriceNumerator,resultPriceDenominator,resultBtnDistance,resultSectionalTime,resultComment,resultRunTime,resultDogWeight,resultAdjustedTime
15/05/2024,410807,Harlow,,15/05/2024,1038400,,3,Flat,,T3,415.0,,-10,,,2,,625514,Ravestock Robert,Roxholme Nidge,Seaglass Celine,Jul-2021,wbk,d,,M A M Buckley,"Mr P J Buckley,mrs M A M Buckley",,1,,,,,3 3/4,05.04,"ALd,RlsTMid",27.35,35.2,27.25
15/05/2024,410807,Harlow,,15/05/2024,1038400,,3,Flat,,T3,415.0,,-10,,,6,,620228,The Big Cheese,Roxholme Hat,Go Millie Go,May-2021,bd,d,,J D T Allen,Mr J D T Allen,,2,,,,,3 3/4,05.05,"EP,Wide",27.65,32.0,27.55
15/05/2024,410807,Harlow,,15/05/2024,1038400,,3,Flat,,T3,415.0,,-10,,,4,,625515,Ravestock Rose,Roxholme Nidge,Seaglass Celine,Jul-2021,bk,b,Suppressed,M A M Buckley,"Mr P J Buckley,mrs M A M Buckley",,3,,,,,1/2,05.46,"VSAw,MidTWide",27.69,30.2,27.59
15/05/2024,410807,Harlow,,15/05/2024,1038401,,4,Flat,,T1,238.0,,-5,,,2,,628385,Tinks Abbie,Good News,Bling Bling Lola,Sep-2021,wbk,b,,S A Saberton,Mr K Hefferon,,1,,,,,,,Rls,15.48,29.8,15.43
15/05/2024,410807,Harlow,,15/05/2024,1038402,,5,Flat,,T2,238.0,,-5,,,2,,624877,Winehouse Dream,Slippery Robert,Be Slow Dor,Aug-2021,bk,b,12.Mr.24,C M Dibb,Mr C R Brooks,,1,,,,,5 1/2,,"ALd,Rls",15.95,25.4,15.90
15/05/2024,410807,Harlow,,15/05/2024,1038402,,5,Flat,,T2,238.0,,-5,,,6,,584624,Random Borris,Laughil Blake,Random Biddy,Oct-2019,bk,d,,D R Jinks,Mr C M Dibb,,2,,,,,5 1/2,,"SAw,Ck1",16.39,33.4,16.34
15/05/2024,410807,Harlow,,15/05/2024,1038403,,6,Flat,,T1,238.0,,-5,,,3,,638381,Pearseys Dasher,Dorotas Wildcat,Coolavanny Abba,Sep-2022,bd,d,,D K Hurlock,Mrs D K Hurlock,,1,,,,,,,Middle,15.76,28.8,15.71
15/05/2024,410807,Harlow,,15/05/2024,1038404,,7,Flat,,T1,238.0,,-5,,,4,,619685,Goodrington Blue,Out Of Range ASB,Tromora Skip,Apr-2021,be,b,Unknown,J D T Allen,Talltrees Kennels Syndicate,,0,,,,,,,"CkRnUp,",,27.0,
15/05/2024,410807,Harlow,,15/05/2024,1038405,,8,Flat,,T3,238.0,,-5,,,2,,624166,Cashcube Kerry,Magical Bale,Astro Aoife,Jul-2021,bk,b,Unknown,S A Saberton,Fork Handles Syndicate,,1,,,,,4 1/2,,"Led2,Rls",15.76,30.2,15.71
15/05/2024,410807,Harlow,,15/05/2024,1038405,,8,Flat,,T3,238.0,,-5,,,6,,626915,Shemozzle,Ballymac Best,Believer,Oct-2021,bk,b,Unknown,S A Saberton,Mr M J Lambert,,2,,,,,4 1/2,,"Led-2,Wide",16.12,28.2,16.07
15/05/2024,410807,Harlow,,15/05/2024,1038405,,8,Flat,,T3,238.0,,-5,,,4,,642839,Swift Kitty,Pestana,Antigua Buterfly,Sep-2022,be,b,Unknown,S A Saberton,Mr S J Fordham,,3,,,,,1 1/4,,"VSAw,MidTRls",16.22,22.2,16.17
15/05/2024,410807,Harlow,,15/05/2024,1038406,,9,Flat,,T1,238.0,,-5,,,5,,594169,Sober Panther,Dorotas Wildcat,Bull Run Ballad,Aug-2020,bk,d,,C M Dibb,Mr C M Dibb,,1,,,,,,,Checking,16.72,34.0,16.67
15/05/2024,410744,Nottingham,,15/05/2024,1038386,,1,Flat,,T1,500.0,,30,,,2,,585009,Himbos Crystal,Kinloch Brae,Maysspecialtiara,Apr-2020,bk,b,16.Jn.23,C N Wilton,Mr S J Watson,,1,,,,,,05.35,Rls-Mid,31.49,28.7,31.79
15/05/2024,410744,Nottingham,,15/05/2024,1038387,,2,Flat,,T3,500.0,,30,,,5,,625983,Blackberries,Sallows Ford,End Choice,Jun-2021,bk,b,Unknown,S W Deakin,Mr P C White,,0,,,,,DNF,05.56,CkRunUp,,24.9,
15/05/2024,410744,Nottingham,,15/05/2024,1038387,,2,Flat,,T3,500.0,,30,,,1,,638934,Move Over Mom,Dromana Bucko,Palace Queen,Sep-2022,bd,b,01.Mr.24,E Saville,Mr G Fraser,,1,,,,,1,05.25,"ALd,Rls",31.61,29.2,31.91
15/05/2024,410744,Nottingham,,15/05/2024,1038387,,2,Flat,,T3,500.0,,30,,,3,,642747,Yes Milady,Good News,Hows Parker,Aug-2022,be,b,Unknown,B Denby,Mr B Denby,,2,,,,,1,05.26,Crd1,31.69,25.1,31.99
15/05/2024,410744,Nottingham,,15/05/2024,1038388,,3,Flat,,T1,305.0,,10,,,4,,630333,Kissesforsally,Droopys Sydney,Jetts Spark,Aug-2021,bk,b,Unknown,A R Timbrell,Mr A R Timbrell,,1,,,,,,,"Ck1,Mid-Rls",19.03,29.8,19.13
15/05/2024,410744,Nottingham,,15/05/2024,1038389,,4,Flat,,T1,305.0,,10,,,3,,601143,Berrettini,Dorotas Wildcat,Gavrilova,Nov-2019,bk,d,,P J Wilson,Mr N K Murray,,1,,,,,,,Rls-Mid,18.52,36.2,18.62
15/05/2024,410744,Nottingham,,15/05/2024,1038390,,5,Flat,,T1,305.0,,10,,,3,,631273,Trickycinderella,Superior Panama,Te Amo,Sep-2021,bk,b,Suppressed,R Holt,Mr R Holt,,1,,,,,,,Mid-Rls,18.06,31.4,18.16
15/05/2024,410744,Nottingham,,15/05/2024,1038391,,6,Flat,,T1,305.0,,10,,,5,,600442,Aussie Mccoy,Quietly,Swift Niamh,Jul-2020,bk,d,,J Gray,Mr J Gray,,1,,,,,,,Mid,18.23,31.8,18.33
15/05/2024,410744,Nottingham,,15/05/2024,1038392,,7,Flat,,T1,305.0,,20,,,1,,631423,Clonkeen Buck,Droopys Sydney,Jetts Spark,Aug-2021,bk,d,,A R Timbrell,Mr A R Timbrell,,1,,,,,,,CkFr1,18.77,33.5,18.97
15/05/2024,410744,Nottingham,,15/05/2024,1038393,,8,Flat,,T2,305.0,,20,,,5,,543915,Honour Sherlock,Lemon Pumba,Spot Five,Jul-2019,wbd,d,,A S Mcpherson,Mr A S Mcpherson,,1,,,,,1 3/4,,"Ld-2,DispLdFrRunIn",19.43,32.5,19.63
15/05/2024,410744,Nottingham,,15/05/2024,1038393,,8,Flat,,T2,305.0,,20,,,2,,600126,Honour Kilkenny,HonourandgloryII,Swift Danesford,May-2020,bk,b,27.Jy.23,A S Mcpherson,Mr A S Mcpherson,,2,,,,,1 3/4,,"Ld2-RunIn,DispLdFrRunIn",19.57,23.8,19.77
15/05/2024,410744,Nottingham,,15/05/2024,1038394,,9,Flat,,T1,255.0,,20,,,4,,637205,Coney Wonderwall,,,,,,,,,,1,,,,,,,"VBSAw,Mid-Rls",16.64,33.7,16.84
15/05/2024,410744,Nottingham,,15/05/2024,1038395,,10,Flat,,T1,255.0,,20,,,3,,637208,Coney Worldie,King Turbo,Coney Le Blanc,Jun-2022,bkw,d,,S J Spillane,Coney Racing Club,,1,,,,,,,"VSAw,Mid-Rls",16.42,31.2,16.62
15/05/2024,410744,Nottingham,,15/05/2024,1038396,,11,Flat,,T1,100.0,,,,,0,,643042,Harwell Rosie,,,,,,,,,,0,,,,,,,(Handslip),,27.7,
15/05/2024,410744,Nottingham,,15/05/2024,1038397,,12,Flat,,T1,500.0,,40,,,3,,631149,Double Yourmoney,Broadstrand Bono,Kilgowan Honey,Mar-2022,be,d,,J Gray,"Mr C M Wheeler,mr S C Wheeler",,1,,,,,,05.13,Rls-Mid,30.08,35.8,30.48
16/05/2024,410754,Swindon,19:01:00,16/05/2024,1037889,,1,Flat,False,A9,476.0,1st £90 | Others £50 Race Total £340,0,(6-4) £53.24,(6-4-1) £150.90,6,,634740,Rapido Helga,Cabra Firmino,Groupie Diva,May-2022,bk,b,Suppressed,J A Danahar,Mr J A Danahar,5/2,1,2,1,5,2,,04.21,"Wide,EP,LedRunIn",29.94,27.1,29.94
16/05/2024,410754,Swindon,19:01:00,16/05/2024,1037889,,1,Flat,False,A9,476.0,1st £90 | Others £50 Race Total £340,0,(6-4) £53.24,(6-4-1) £150.90,4,,627338,Mohican Heather,Droopys Sydney,Swift Causeway,Aug-2021,bk,b,Suppressed,D T Smith,Mrs L Dutton,20/1,2,6,1,20,1,3/4,04.28,"Middle,RanOn",30.00,27.5,30.00
16/05/2024,410754,Swindon,19:01:00,16/05/2024,1037889,,1,Flat,False,A9,476.0,1st £90 | Others £50 Race Total £340,0,(6-4) £53.24,(6-4-1) £150.90,1,,621088,Tivoli Sydney,Droopys Sydney,Tivoli Rose,Feb-2021,bk,d,,J A Danahar,Mr J A Danahar,3/1,3,3,1,3,1,1/2,04.21,"Rails,LedToRunIn",30.04,32.1,30.04
16/05/2024,410754,Swindon,19:01:00,16/05/2024,1037889,,1,Flat,False,A9,476.0,1st £90 | Others £50 Race Total £340,0,(6-4) £53.24,(6-4-1) £150.90,5,,633695,Ashway Tucker,Burgess Bucks,Mandys Knight,Apr-2022,bk,d,,A G Rawlings,Mr A G Rawlings,6/4F,4,1,1,6,4,1/2,04.26,"Wide,EP",30.08,36.0,30.08
16/05/2024,410754,Swindon,19:01:00,16/05/2024,1037889,,1,Flat,False,A9,476.0,1st £90 | Others £50 Race Total £340,0,(6-4) £53.24,(6-4-1) £150.90,3,,639900,Confey Blaze,Ballymac Anton,Sillan Pearl,May-2022,bk,b,Suppressed,D D Porter,Mr D D Porter,5/1,5,4,1,5,1,1 1/4,04.37,"Middle,Crd1",30.18,23.9,30.18
16/05/2024,410754,Swindon,19:01:00,16/05/2024,1037889,,1,Flat,False,A9,476.0,1st £90 | Others £50 Race Total £340,0,(6-4) £53.24,(6-4-1) £150.90,2,,609026,Westcountry Lola,Droopys Gold,Westmead Lola,Jan-2021,bk,b,20.Jn.24,B P Johnson,Ms A Bunker,7/1,6,5,1,7,1,SH,04.28,"RailsMid,Crd1",30.19,26.4,30.19
16/05/2024,410754,Swindon,19:16:00,16/05/2024,1037890,,2,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £323,10,(3-4) £6.06,(3-4-1) £0.00,6,,,,,,,,,,,,,,,,,,,,,,,
16/05/2024,410754,Swindon,19:16:00,16/05/2024,1037890,,2,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £323,10,(3-4) £6.06,(3-4-1) £0.00,3,,636866,Innfield Ann,Pat C Sabbath,Innfield Laura,Feb-2022,f,b,Unknown,S R Gresham,Mrs C Gresham,6/5F,1,1,1,6,5,,04.06,"Middle,ALed",28.60,26.4,28.70
16/05/2024,410754,Swindon,19:16:00,16/05/2024,1037890,,2,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £323,10,(3-4) £6.06,(3-4-1) £0.00,4,,621595,Tarsna Christy,Skywalker Logan,Tarsna Atalanta,Mar-2021,wbk,d,,D D Porter,Mr D D Porter,3/1,2,3,1,3,1,3/4,04.13,"Middle,RanOn",28.67,34.1,28.77
16/05/2024,410754,Swindon,19:16:00,16/05/2024,1037890,,2,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £323,10,(3-4) £6.06,(3-4-1) £0.00,1,,552627,Zari Mike,Droopys Jet,Zari Frankie,Nov-2019,bk,d,,J A Danahar,Mr J A Danahar,7/1,3,5,1,7,1,3 3/4,04.19,"Rails,Crd1",28.96,32.5,29.06
16/05/2024,410754,Swindon,19:16:00,16/05/2024,1037890,,2,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £323,10,(3-4) £6.06,(3-4-1) £0.00,2,,591273,Catunda Cher,Laughil Blake,Murlens Maura,May-2020,bk,b,Suppressed,A M Kibble,Mr F Williams,11/4,4,2,1,11,4,1/2,04.23,"Rails,Crd1",28.99,31.4,29.09
16/05/2024,410754,Swindon,19:16:00,16/05/2024,1037890,,2,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £323,10,(3-4) £6.06,(3-4-1) £0.00,5,,637409,Ballycleary Bono,Broadstrand Bono,Killanin Laurel,Jun-2022,bk,d,,D D Porter,Mr D D Porter,6/1,5,4,1,6,1,3,04.30,"Wide,SAw,Crd1",29.23,33.4,29.33
16/05/2024,410754,Swindon,19:34:00,16/05/2024,1037891,,3,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £375,10,(4-2) £6.57,(4-2-3) £16.52,4,,641662,Droopys Monica,Dromana Bucko,Droopys Berry,Aug-2022,bk,b,Unknown,S R Gresham,Mr S R Gresham,1/1F,1,1,1,1,1,,04.14,"Middle,Led3",28.52,27.6,28.62
16/05/2024,410754,Swindon,19:34:00,16/05/2024,1037891,,3,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £375,10,(4-2) £6.57,(4-2-3) £16.52,2,,614890,Ashway Foxie,Rising Brandy,Drahbeg Princess,Aug-2020,bk,b,Suppressed,A G Rawlings,Mr A G Rawlings,4/1,2,2,1,4,1,2,04.13,"Rails,LedTo3",28.68,26.9,28.78
16/05/2024,410754,Swindon,19:34:00,16/05/2024,1037891,,3,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £375,10,(4-2) £6.57,(4-2-3) £16.52,3,,636244,Flickering Syd,Deerjet Sydney,Velvet Nannykate,Jul-2022,wbd,d,,P V Swadden,The Kennel Mates,9/2,3,3,1,9,2,5,04.24,"Middle,SAw",29.09,29.8,29.19
16/05/2024,410754,Swindon,19:34:00,16/05/2024,1037891,,3,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £375,10,(4-2) £6.57,(4-2-3) £16.52,5,,634935,Ashway Maybe,Droopys Sydney,Droopys Matilda,May-2022,bd,b,Suppressed,A G Rawlings,Mr A G Rawlings,5/1,4,4,1,5,1,1 1/4,04.16,"Wide,ClrRun",29.19,30.4,29.29
16/05/2024,410754,Swindon,19:34:00,16/05/2024,1037891,,3,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £375,10,(4-2) £6.57,(4-2-3) £16.52,1,,634093,Detroit Sonny,Ballymac Wild,Ballymac Petula,Jun-2022,be,d,,D T Smith,"Mr K J Hopkins,mrs A C Hopkins",8/1,5,5,2,8,1,2 1/4,04.24,"Rails,FcdToCk3",29.36,32.2,29.46
16/05/2024,410754,Swindon,19:34:00,16/05/2024,1037891,,3,Flat,False,A4,476.0,1st £115 | Others £52 Race Total £375,10,(4-2) £6.57,(4-2-3) £16.52,6,,624412,Smurfs Bigchance,Good News,Chopchop Lady,Aug-2021,bk,b,21.Jn.23,S R Gresham,Mrs C Gresham,8/1,6,5,2,8,1,2,04.17,"Wide,ClrRun",29.53,28.4,29.63
16/05/2024,410754,Swindon,19:51:00,16/05/2024,1037892,,4,Flat,False,A3,476.0,1st £120 | Others £52 Race Total £328,10,(5-2) £8.58,(5-2-1) £0.00,4,,,,,,,,,,,,,,,,,,,,,,,
16/05/2024,410754,Swindon,19:51:00,16/05/2024,1037892,,4,Flat,False,A3,476.0,1st £120 | Others £52 Race Total £328,10,(5-2) £8.58,(5-2-1) £0.00,5,,634576,Mister Donovan,Ballymac Cashout,Beaming Smasher,Feb-2022,be,d,,A M Kibble,"Mr M R Edney,mrs J E Lincoln",11/10F,1,1,1,11,10,,04.08,"Wide,Led1",28.53,35.3,28.63
16/05/2024,410754,Swindon,19:51:00,16/05/2024,1037892,,4,Flat,False,A3,476.0,1st £120 | Others £52 Race Total £328,10,(5-2) £8.58,(5-2-1) £0.00,2,,624943,Chelms Jean,Superior Panama,Slaneyside Kerri,Sep-2021,bd,b,06.Ap.24,B P Johnson,Mr L M Harris,5/1,2,3,2,5,1,3 3/4,04.11,"Rails,ClrRun",28.83,25.1,28.93
16/05/2024,410754,Swindon,19:51:00,16/05/2024,1037892,,4,Flat,False,A3,476.0,1st £120 | Others £52 Race Total £328,10,(5-2) £8.58,(5-2-1) £0.00,1,,629551,Ashway Granite,Ballymac Cashout,Ballymac Minton,Nov-2021,bk,d,,A G Rawlings,Mr A G Rawlings,5/1,3,3,2,5,1,SH,04.08,"Rails,LedTo1",28.84,32.0,28.94
16/05/2024,410754,Swindon,19:51:00,16/05/2024,1037892,,4,Flat,False,A3,476.0,1st £120 | Others £52 Race Total £328,10,(5-2) £8.58,(5-2-1) £0.00,6,,547837,Shenzi,Eden The Kid,Greenhill Gem,Aug-2019,bd,d,,J A Danahar,Mr J A Danahar,10/1,4,5,1,10,1,1 1/2,04.18,"Wide,ClrRun",28.97,32.0,29.07
16/05/2024,410754,Swindon,19:51:00,16/05/2024,1037892,,4,Flat,False,A3,476.0,1st £120 | Others £52 Race Total £328,10,(5-2) £8.58,(5-2-1) £0.00,3,,639689,Get Down Shep,Drumcrow Darwin,Ballymac Meo,Oct-2022,bd,d,,A M Kibble,"Mr L M Holifield,mr M D Holifield,mrs M Holifield,mr A R Smith",2/1,5,2,1,2,1,4 1/2,04.66,"Mid,StbBstT",29.33,33.8,29.43
16/05/2024,410754,Swindon,20:07:00,16/05/2024,1037893,,5,Flat,False,A2,476.0,1st £130 | Others £55 Race Total £405,10,"(1-5) £34.95, (5-1) £34.01","(1-5-6) £111.61, (5-1-6) £108.68",1,,610087,Narcos Chapo,Ballymac Best,Swift Lavender,Jan-2021,bebd,d,,A G Rawlings,Mr G S Woodland,6/1,1,5,1,6,1,DH,04.37,"Rails,Crd1,LedVNrLn",29.00,32.9,29.10
16/05/2024,410754,Swindon,20:07:00,16/05/2024,1037893,,5,Flat,False,A2,476.0,1st £130 | Others £55 Race Total £405,10,"(1-5) £34.95, (5-1) £34.01","(1-5-6) £111.61, (5-1-6) £108.68",5,,224251,Moreton Mischief,Laughil Blake,Coolavanny Chloe,Oct-2020,bk,b,Unknown,J F Spracklen,Mr J F Spracklen,8/1,1,6,1,8,1,,04.14,"Middle,Crd&Led1",29.00,28.1,29.10
16/05/2024,410754,Swindon,20:07:00,16/05/2024,1037893,,5,Flat,False,A2,476.0,1st £130 | Others £55 Race Total £405,10,"(1-5) £34.95, (5-1) £34.01","(1-5-6) £111.61, (5-1-6) £108.68",6,,638593,Ballymac Andre,Ballymac Cashout,Art Of Illusion,Sep-2022,bk,d,,A M Kibble,"Mr J Mckeown,mrs C J Trinder",7/2,3,2,1,7,2,3 1/2,04.20,"Wide,Crd1",29.29,37.5,29.39
16/05/2024,410754,Swindon,20:07:00,16/05/2024,1037893,,5,Flat,False,A2,476.0,1st £130 | Others £55 Race Total £405,10,"(1-5) £34.95, (5-1) £34.01","(1-5-6) £111.61, (5-1-6) £108.68",3,,633767,Kilbrook Turbo,Pat C Sabbath,Illa Tahin,Dec-2021,dkbd,d,,S R Gresham,Mr S R Gresham,4/1,4,3,2,4,1,1 1/2,04.19,MvdOff&Bmp1,29.40,34.8,29.50
16/05/2024,410754,Swindon,20:07:00,16/05/2024,1037893,,5,Flat,False,A2,476.0,1st £130 | Others £55 Race Total £405,10,"(1-5) £34.95, (5-1) £34.01","(1-5-6) £111.61, (5-1-6) £108.68",2,,626558,Ballymac Loca,Ballymac Kingdom,Vida Loca,Nov-2021,be,b,Suppressed,A M Kibble,Mr J Mckeown,6/4F,5,1,1,6,4,10 1/2,04.34,"Rails,LckEP,Crd1",30.24,30.6,30.34
16/05/2024,410754,Swindon,20:07:00,16/05/2024,1037893,,5,Flat,False,A2,476.0,1st £130 | Others £55 Race Total £405,10,"(1-5) £34.95, (5-1) £34.01","(1-5-6) £111.61, (5-1-6) £108.68",4,,626193,Chasing Anna Jo,Malachi,Absolutely Ace,Sep-2021,bk,b,18.Au.23,S R Gresham,Mr R A Fry,4/1,6,3,2,4,1,DNF,04.14,"Mid,Bmp&Fell1",,27.2,
16/05/2024,410754,Swindon,20:22:00,16/05/2024,1037894,The Blunsdon Sprint (Dup),6,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,5,(1-5) £82.45,(1-5-2) £230.74,1,,624258,Bonnies Bolt,Roxholme Nidge,Ella Shazza,Aug-2021,wbk,d,,J A Danahar,Mr C Bryce,8/1,1,5,2,8,1,,,"Rails,Led1",15.41,35.6,15.46
16/05/2024,410754,Swindon,20:22:00,16/05/2024,1037894,The Blunsdon Sprint (Dup),6,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,5,(1-5) £82.45,(1-5-2) £230.74,5,,621797,Youarethereason,Laughil Blake,Farran Marble,Feb-2021,bk,b,30.Jn.23,P V Swadden,"Mr J R Sealey,mrs S Sealey",7/1,2,4,1,7,1,5 1/2,,"Mid,SAw,Crd1",15.86,28.9,15.91
16/05/2024,410754,Swindon,20:22:00,16/05/2024,1037894,The Blunsdon Sprint (Dup),6,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,5,(1-5) £82.45,(1-5-2) £230.74,2,,631061,Casemiro,Ballymac Best,Annual Review,Oct-2021,bk,d,,C D Hamblin,El Tanque Syndicate,11/4,3,2,1,11,4,1 1/4,,"Rails,Crd1",15.96,36.0,16.01
16/05/2024,410754,Swindon,20:22:00,16/05/2024,1037894,The Blunsdon Sprint (Dup),6,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,5,(1-5) £82.45,(1-5-2) £230.74,4,,631721,Whisky Lysander,Pestana,Droopys Greatest,Apr-2021,bk,d,,C D Marston,Mr B N Owen,8/1,4,5,2,8,1,HD,,"Middle,Crd1",15.98,30.5,16.03
16/05/2024,410754,Swindon,20:22:00,16/05/2024,1037894,The Blunsdon Sprint (Dup),6,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,5,(1-5) £82.45,(1-5-2) £230.74,3,,627910,Conor Be Slick,Ballymac Best,Power House Jean,Sep-2021,bd,d,,P Clarke,Mr T M Walker,6/4F,5,1,1,6,4,3 1/4,,"Mid,LdToCrd1&4",16.24,28.8,16.29
16/05/2024,410754,Swindon,20:22:00,16/05/2024,1037894,The Blunsdon Sprint (Dup),6,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,5,(1-5) £82.45,(1-5-2) £230.74,6,,631470,Whisky Bella,Ballymac Best,Express Wonder,Mar-2022,bk,b,Unknown,C D Marston,Mr B N Owen,7/2,6,3,1,7,2,1/2,,"Middle,Crd1&4",16.27,28.3,16.32
16/05/2024,410754,Swindon,20:37:00,16/05/2024,1037895,The Blunsdon Maiden Stayers,7,Flat,False,OR,682.0,1st £300 | Others £75 Race Total £600,,,,6,,,,,,,,,,,,,,,,,,,,,,,
16/05/2024,410754,Swindon,20:37:00,16/05/2024,1037895,The Blunsdon Maiden Stayers,7,Flat,False,OR,682.0,1st £300 | Others £75 Race Total £600,,,,1,,624257,Bring The Bee,Roxholme Nidge,Ella Shazza,Aug-2021,bk,b,FalseHt 25.Ja.24,J A Danahar,Mr C Bryce,13/8,0,2,1,13,8,,,(NoRace),,27.7,
16/05/2024,410754,Swindon,20:37:00,16/05/2024,1037895,The Blunsdon Maiden Stayers,7,Flat,False,OR,682.0,1st £300 | Others £75 Race Total £600,,,,2,,623031,Classic Tiger,Pestana,Classic Valerie,May-2021,bebd,d,,P R Foster,Mr W C R Jones,4/1,0,3,1,4,1,,,(NoRace),,31.3,
16/05/2024,410754,Swindon,20:37:00,16/05/2024,1037895,The Blunsdon Maiden Stayers,7,Flat,False,OR,682.0,1st £300 | Others £75 Race Total £600,,,,3,,627267,Hanover Tom,Slippery Robert,Be Slow Dor,Aug-2021,bk,d,,S R Gresham,"Mr G A Ashe,mr S R Gresham",8/11F,0,1,1,8,11,,,(NoRace),,35.5,
16/05/2024,410754,Swindon,20:37:00,16/05/2024,1037895,The Blunsdon Maiden Stayers,7,Flat,False,OR,682.0,1st £300 | Others £75 Race Total £600,,,,4,,634780,Swift Zelous,Droopys Sydney,Swift Paradox,Mar-2022,dkbd,b,Unknown,D T Smith,Mr D T Smith,33/1,0,4,2,33,1,,,(NoRace),,26.6,
16/05/2024,410754,Swindon,20:37:00,16/05/2024,1037895,The Blunsdon Maiden Stayers,7,Flat,False,OR,682.0,1st £300 | Others £75 Race Total £600,,,,5,,629489,Away At Dawn,Good News,Cabra Zara,Sep-2021,bebd,d,,D D Porter,Mr D D Porter,33/1,0,4,2,33,1,,,(NoRace),,35.9,
16/05/2024,410754,Swindon,20:52:00,16/05/2024,1037896,The Blunsdon Maiden Sprint,8,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,-10,(3-4) £6.42,(3-4-1) £14.31,3,,630860,Rock It Rambo,Confident Rankin,Cadburys Hero,Jan-2022,bk,d,,P V Swadden,Mrs S Sealey,10/11F,1,1,1,10,11,,,"Middle,Led1",15.43,33.5,15.33
16/05/2024,410754,Swindon,20:52:00,16/05/2024,1037896,The Blunsdon Maiden Sprint,8,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,-10,(3-4) £6.42,(3-4-1) £14.31,4,,634086,Marston Nick,Droopys Sydney,Hello Laura,Mar-2022,dkbd,d,,C D Hamblin,Duckett Syndicate,9/2,2,3,2,9,2,2 3/4,,"Middle,LedTo1",15.66,32.9,15.56
16/05/2024,410754,Swindon,20:52:00,16/05/2024,1037896,The Blunsdon Maiden Sprint,8,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,-10,(3-4) £6.42,(3-4-1) £14.31,1,,625396,Mohican Clive,Droopys Sydney,Swift Zana,Jul-2021,bk,d,,D T Smith,Mrs L Dutton,4/1,3,2,1,4,1,1 1/4,,"Rails,ClrRun",15.75,31.4,15.65
16/05/2024,410754,Swindon,20:52:00,16/05/2024,1037896,The Blunsdon Maiden Sprint,8,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,-10,(3-4) £6.42,(3-4-1) £14.31,6,,633771,Alright Sunshine,Clona Blaze,Lemon Steff,Nov-2021,bk,d,,D N Lewis,"Mr D Roome,mr G Roome",7/1,4,5,1,7,1,2 3/4,,"Wide,Crd1",15.98,33.3,15.88
16/05/2024,410754,Swindon,20:52:00,16/05/2024,1037896,The Blunsdon Maiden Sprint,8,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,-10,(3-4) £6.42,(3-4-1) £14.31,5,,639256,Royston Rocket,Burgess Bucks,Feora Kay,Jun-2022,bkw,d,,P Clarke,Mr D L Fenn,9/2,5,3,2,9,2,2 1/2,,"Wide,Crd1",16.18,33.3,16.08
16/05/2024,410754,Swindon,20:52:00,16/05/2024,1037896,The Blunsdon Maiden Sprint,8,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £625,-10,(3-4) £6.42,(3-4-1) £14.31,2,,622539,Kearneys Galaxy,Ballymac Best,Taylors Lie,Aug-2020,dkbd,d,,P Clarke,Mr R S Dent,33/1,6,6,1,33,1,SH,,"Rails,Crd1",16.19,32.1,16.09
16/05/2024,410754,Swindon,21:07:00,16/05/2024,1037897,The Blunsdon Sprint (Dup),9,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £560,-10,(2-3) £4.39,(2-3-5) £0.00,6,,,,,,,,,,,,,,,,,,,,,,,
16/05/2024,410754,Swindon,21:07:00,16/05/2024,1037897,The Blunsdon Sprint (Dup),9,Flat,False,OR,262.0,1st £300 | Others £65 Race Total £560,-10,(2-3) £4.39,(2-3-5) £0.00,2,,621627,Knockboy Curragh,Good News,Knockboy Kathy,Jun-2021,bk,d,,P R Foster,"Mr M J Gilbert,mr G Williams",13/8,1,2,1,13,8,,,"RailsMid,ALed",15.55,34.9,15.45
